Window,Window_Start,Window_End,Policy_Announcement_Date,Market_Response_Day_Zero,Analysis_Level,Entity,Sector,Event_Observations,Event_Cumulative_Return,Event_Mean_Daily_Return,Event_Daily_Volatility,Event_Mean_Abnormal_Return,Event_Cumulative_Abnormal_Return,Baseline_Observations,Baseline_Cumulative_Return,Baseline_Mean_Daily_Return,Baseline_Daily_Volatility,Baseline_Mean_Abnormal_Return,Baseline_Cumulative_Abnormal_Return,Volatility_Change
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,NESTLEIND,Fast Moving Consumer Goods,11,-0.1230949244592936,-0.011751636886486222,0.015978633857286696,-0.005889072829846257,-0.06477980112830883,247,0.06158531293638525,0.00035672019299444723,0.01524775263255833,6.597157643339991e-05,0.01629497937904978,0.0007308812247283653
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,NTPC,Power,11,-0.020645161290322234,-0.0018331762930521806,0.011594811991712268,0.004029387763587785,0.04432326539946563,247,0.16086105675146856,0.000724084421131933,0.015518508034486577,0.0004333358045708857,0.10703394372900876,-0.003923696042774309
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,ONGC,Oil Gas & Consumable Fuels,11,-0.054988760159086936,-0.0049560119528195635,0.019351257227773377,0.0009065521038204016,0.009972073142024418,247,0.037245392822503165,0.0003340938082545995,0.019230557875540434,4.3345191693552246e-05,0.010706262348307405,0.00012069935223294262
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,POWERGRID,Power,11,0.09044657998869421,0.008082954468706105,0.019994591894541447,0.01394551852534607,0.15340070377880677,247,0.33496793662768876,0.001266097637835497,0.013856154837107924,0.0009753490212744497,0.24091120825478907,0.006138437057433523
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,RELIANCE,Oil Gas & Consumable Fuels,11,-0.06969552806850621,-0.006499645640614943,0.010051316459379683,-0.0006370815839749785,-0.007007897423724763,247,0.2136134821623974,0.0008893725174158089,0.014534417815525448,0.0005986239008547616,0.1478601035111261,-0.004483101356145765
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,SBIN,Financial Services,11,0.0714423633906156,0.006800921967276471,0.03385933548592832,0.012663486023916436,0.1392983462630808,247,0.06220488606035679,0.0005069903887708849,0.023082038753329683,0.00021624177220983752,0.05341171773582987,0.01077729673259864
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,SHREECEM,Construction Materials,11,-0.19706516406238384,-0.019305408840356284,0.03144690844506833,-0.013442844783716318,-0.1478712926208795,247,0.4123113264203051,0.0015882459718562108,0.019559662186067146,0.0012974973552951634,0.32048184675790536,0.011887246259001186
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,SUNPHARMA,Healthcare,11,-0.08790459965928443,-0.007869465544891117,0.03154045455471512,-0.002006901488251152,-0.02207591637076267,247,-0.1889440725545245,-0.0007128213227618991,0.01642584195913991,-0.0010035699393229464,-0.24788177501276776,0.015114612595575207
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,TATAMOTORS,Automobile and Auto Components,11,-0.10883905013192574,-0.009585750456224269,0.0424002925139305,-0.0037231863995843047,-0.04095505039542735,247,0.6572432986670591,0.0023575145932418764,0.025015491204786525,0.002066765976680829,0.5104911962401648,0.017384801309143976
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,TATASTEEL,Metals & Mining,11,-0.05973186497486227,-0.0048117414301768495,0.041506094747455896,0.0010508226264631154,0.01155904889109427,247,0.7168496621621618,0.002498084047937227,0.02495692827521569,0.0022073354313761795,0.5452118515499164,0.016549166472240206
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,TCS,Information Technology,11,-0.09055319148936192,-0.008359678570363965,0.022494690852196207,-0.002497114513724,-0.027468259650964,247,-0.10782041862129899,-0.0003708037817759257,0.013497790582230048,-0.0006615523983369729,-0.16340344238923232,0.00899690026996616
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,TECHM,Information Technology,11,0.01914427401683727,0.001982196637390309,0.023702774143349464,0.007844760694030273,0.08629236763433301,247,-0.2587850962387427,-0.001075008213459665,0.01663749496790379,-0.0013657568300207124,-0.33734193701511594,0.007065279175445673
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,TITAN,Consumer Durables,11,-0.15240139522404095,-0.014693523547454589,0.021996944782312653,-0.008830959490814623,-0.09714055439896085,247,0.145299145299145,0.0006992149496238557,0.017347674977728975,0.00040846633306280836,0.10089118426651367,0.0046492698045836785
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,ULTRACEMCO,Construction Materials,11,-0.16116175268749589,-0.015396384418496284,0.031094220909039485,-0.00953382036185632,-0.1048720239804195,247,0.42869075721808647,0.0015583527661768937,0.015089545673320078,0.0012676041496158465,0.3130982249551141,0.016004675235719405
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,UPL,Chemicals,11,-0.12623008849557538,-0.011478440479347408,0.039326769028321516,-0.005615876422707444,-0.06177464064978189,247,0.49743818222321234,0.0018705255830068468,0.021828160234776742,0.0015797769664457997,0.3902049107121125,0.017498608793544774
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,VEDL,Metals & Mining,11,-0.02684258416742502,-0.0018530138201311138,0.03639673122965155,0.004009550236508851,0.04410505260159736,247,1.1471074380165303,0.003732968945355206,0.03592358521790507,0.0034422203287941587,0.8502284212121572,0.00047314601174647947
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,WIPRO,Information Technology,11,-0.0485078676071623,-0.004460216722801381,0.010462854368521426,0.0014023473338385837,0.015425820672224422,247,-0.19003141716905825,-0.0007852982051378081,0.01160798007408154,-0.0010760468216988554,-0.2657835649596173,-0.0011451257055601141
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Stock,ZEEL,Media,11,-0.09885147737312261,-0.009018336917582108,0.02948718192096321,-0.003155772860942142,-0.03471350147036356,247,0.43264897346018816,0.0016281898987290226,0.01863073167177132,0.0013374412821679752,0.33034799669548987,0.01085645024919189
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,ADANIPORTS,Services,41,0.07588532883642585,0.002219205601436895,0.030011869551332646,0.0034668348440761044,0.14214022860712028,247,-0.15164520743919818,-0.00036067779318858475,0.02469769967530922,-0.000651426409749632,-0.16090232320815911,0.005314169876023428
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,ASIANPAINT,Consumer Durables,41,-0.2097332432888741,-0.00545470398612987,0.02340689492681228,-0.004207074743490661,-0.1724900644831171,247,0.3694006126813463,0.0013747098384541633,0.014278444775569516,0.0010839612218931161,0.26773842180759966,0.009128450151242765
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,AXISBANK,Financial Services,41,-0.1582841622178517,-0.004005281123473867,0.01946448283677905,-0.0027576518808346577,-0.11306372711422097,247,0.07457729468599128,0.000477113316952498,0.019330554142952327,0.00018636470039145068,0.04603208099668832,0.00013392869382672368
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,BAJAJ-AUTO,Automobile and Auto Components,41,-0.03637940003468054,-0.0007907927466745226,0.015188839997288543,0.00045683649596468644,0.018730296334552143,247,0.1760747206134261,0.0007627375485445701,0.014607997235168594,0.00047198893198352286,0.11658126619993014,0.0005808427621199486
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,BAJAJFINSV,Financial Services,41,-0.049034080987983786,-0.0009973655711488687,0.021530169874599575,0.0002502636714903402,0.010260810531103948,247,0.7763146764415647,0.0025097959126119383,0.019115488577610706,0.002219047296050891,0.5481046821245701,0.0024146812969888694
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,BAJFINANCE,Financial Services,41,-0.15792147806004597,-0.0036539490640649474,0.033076281867672294,-0.0024063198214257387,-0.09865911267845529,246,1.0715430915290218,0.003190287587274032,0.021352229426650306,0.0029141287616269614,0.7168756753602324,0.011724052441021988
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,BHARTIARTL,Telecommunication,41,0.04069494443574828,0.0011326179948927342,0.018125572961333963,0.002380247237531943,0.09759013673880967,247,-0.06770757332554889,-0.00014063838702976894,0.016932960574393623,-0.00043138700359081627,-0.10655258988693161,0.00119261238694034
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,BPCL,Oil Gas & Consumable Fuels,41,-0.03842965865420833,-0.0008528790002093774,0.014487314731911697,0.00039475024242983155,0.016184759939623095,246,0.5781309720530623,0.0020152294908882605,0.017917362281243746,0.0017225833772006895,0.42375551079136964,-0.003430047549332049
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,BRITANNIA,Fast Moving Consumer Goods,41,-0.10272688349844206,-0.00249944117939178,0.01693559338346676,-0.001251811936752571,-0.051324289406855406,247,0.04653821788909451,0.00033688160539815677,0.01753695512429545,4.613298883710948e-05,0.011394848242766042,-0.0006013617408286882
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,CIPLA,Healthcare,41,0.022278747478291505,0.0006807177401344972,0.017257801388486944,0.001928346982773706,0.07906222629372195,247,-0.16267626321974105,-0.0006131555186797262,0.014547691260787102,-0.0009039041352407735,-0.22326432140447106,0.002710110127699842
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,COALINDIA,Oil Gas & Consumable Fuels,41,-0.021016311166875523,-0.0004023614054152232,0.01543055946664585,0.0008452678372239858,0.034655981326183416,247,-0.07927797833935057,-0.00019718696224711992,0.0165947689636226,-0.00048793557880816724,-0.1205200879656173,-0.0011642094969767508
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,DRREDDY,Healthcare,41,0.05153390302196925,0.0013743592946189591,0.017396023745550927,0.002621988537258168,0.10750153002758489,247,-0.2720143962055045,-0.0010712764882368517,0.02036402841341783,-0.001362025104797899,-0.33642020088508107,-0.002968004667866904
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,EICHERMOT,Automobile and Auto Components,41,-0.09920787897925087,-0.002170473329949422,0.027614285190135777,-0.0009228440873102131,-0.03783660757971874,247,0.36525303817722743,0.001426223449852898,0.018233935427078067,0.0011354748332918507,0.28046228382308713,0.00938034976305771
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Stock,GAIL,Oil Gas & Consumable Fuels,41,0.03828040091776419,0.0010459644094952718,0.01634727234031452,0.002293593652134481,0.09403733973751371,247,0.32263216738539935,0.0013264472125135043,0.019841625554277275,0.0010356985959524571,0.2558175532002569,-0.003494353213962756
